stage,floors,aspect,azimuth,x,y,tower_plate,tower_long,tower_short,podium_floors,podium_plate,podium_aspect,podium_x,podium_y,podium_az,new_fail,new_ok,coverage_m2,bcr_pct,gfa_m2,far_pct,height_m,mean_total_h
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,568.4,41.3,13.77,10,1200.0,2.2,194295.2,546932.7,52.0,55,52,1275.7,13.58,37580.0,400.0,166.25,4.094
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,568.4,41.3,13.77,10,1200.0,3.0,194319.2,546944.7,52.0,55,50,1281.0,13.63,37580.0,400.0,166.25,4.098
C 저층부 확대,55,4.0,165.0,194307.2,546968.7,479.6,43.8,10.95,10,1600.0,1.6,194319.2,546956.7,52.0,55,55,1683.2,17.92,37580.0,400.0,166.25,4.092
B 층수·세장비,51,4.0,165.0,194319.2,546968.7,736.9,54.29,13.57,0,0.0,0.0,0.0,0.0,0.0,55,56,805.7,8.58,37580.0,400.0,154.45,4.072
C 저층부 확대,51,3.0,165.0,194307.2,546968.7,428.8,35.87,11.96,10,2000.0,1.6,194319.2,546956.7,52.0,55,53,2092.9,22.28,37580.0,400.0,154.45,4.106
C 저층부 확대,45,3.0,165.0,194307.2,546968.7,388.0,34.12,11.37,10,2400.0,1.6,194319.2,546968.7,52.0,55,40,2501.7,26.63,37580.0,400.0,136.75,4.096
C 저층부 확대,39,2.5,165.0,194325.2,546968.7,606.2,38.93,15.57,10,2000.0,2.2,194307.2,546944.7,52.0,55,49,2097.5,22.33,37580.0,400.0,119.05,4.131
B 층수·세장비,55,3.0,165.0,194319.2,546968.7,683.3,45.27,15.09,0,0.0,0.0,0.0,0.0,0.0,56,55,744.6,7.93,37580.0,400.0,166.25,4.08
C 저층부 확대,55,4.0,165.0,194325.2,546968.7,479.6,43.8,10.95,10,1600.0,4.0,194295.2,546944.7,52.0,56,45,1701.0,18.11,37580.0,400.0,166.25,4.097
C 저층부 확대,51,4.0,165.0,194271.2,546932.7,331.2,36.4,9.1,10,2400.0,1.6,194283.2,546944.7,52.0,56,25,2501.7,26.63,37580.0,400.0,154.45,4.228
B 층수·세장비,47,4.0,165.0,194319.2,546968.7,799.6,56.55,14.14,0,0.0,0.0,0.0,0.0,0.0,56,54,871.3,9.27,37580.0,400.0,142.65,4.069
C 저층부 확대,45,4.0,165.0,194307.2,546968.7,616.6,49.66,12.42,10,1600.0,2.2,194295.2,546932.7,52.0,56,58,1687.3,17.96,37580.0,400.0,136.75,4.108
D 미세조정,39,2.5,160.0,194307.2,546960.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,56,44,2909.8,30.97,37580.0,400.0,119.05,4.205
D 미세조정,39,2.75,160.0,194307.2,546960.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,56,44,2909.8,30.97,37580.0,400.0,119.05,4.203
D 미세조정,39,3.125,170.0,194303.2,546968.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,56,44,2909.8,30.97,37580.0,400.0,119.05,4.208
B 층수·세장비,55,2.5,165.0,194319.2,546968.7,683.3,41.33,16.53,0,0.0,0.0,0.0,0.0,0.0,57,55,742.1,7.9,37580.0,400.0,166.25,4.081
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,479.6,37.93,12.64,10,1600.0,4.0,194295.2,546944.7,52.0,57,45,1701.0,18.11,37580.0,400.0,166.25,4.102
B 층수·세장비,53,2.5,165.0,194319.2,546968.7,709.1,42.1,16.84,0,0.0,0.0,0.0,0.0,0.0,57,55,769.0,8.19,37580.0,400.0,160.35,4.08
C 저층부 확대,51,4.0,165.0,194307.2,546968.7,526.3,45.88,11.47,10,1600.0,1.6,194295.2,546956.7,52.0,57,51,1683.2,17.92,37580.0,400.0,154.45,4.099
C 저층부 확대,51,4.0,165.0,194307.2,546968.7,428.8,41.41,10.35,10,2000.0,1.6,194283.2,546956.7,52.0,57,31,2092.9,22.28,37580.0,400.0,154.45,4.091
C 저층부 확대,51,3.0,165.0,194307.2,546968.7,428.8,35.87,11.96,10,2000.0,3.0,194295.2,546956.7,52.0,57,48,2104.3,22.4,37580.0,400.0,154.45,4.106
B 층수·세장비,49,3.0,165.0,194319.2,546968.7,766.9,47.97,15.99,0,0.0,0.0,0.0,0.0,0.0,57,55,831.9,8.85,37580.0,400.0,148.55,4.077
C 저층부 확대,45,3.0,165.0,194325.2,546968.7,616.6,43.01,14.34,10,1600.0,1.6,194307.2,546944.7,52.0,57,51,1683.2,17.92,37580.0,400.0,136.75,4.102
C 저층부 확대,45,4.0,165.0,194307.2,546968.7,502.3,44.82,11.21,10,2000.0,3.0,194319.2,546956.7,52.0,57,43,2104.3,22.4,37580.0,400.0,136.75,4.081
C 저층부 확대,45,3.0,165.0,194271.2,546932.7,502.3,38.82,12.94,10,2000.0,1.6,194295.2,546944.7,52.0,57,25,2092.9,22.28,37580.0,400.0,136.75,4.215
C 저층부 확대,55,2.5,165.0,194307.2,546968.7,390.7,31.25,12.5,10,2000.0,3.0,194295.2,546956.7,52.0,58,48,2104.3,22.4,37580.0,400.0,166.25,4.109
B 층수·세장비,51,2.5,165.0,194319.2,546968.7,736.9,42.92,17.17,0,0.0,0.0,0.0,0.0,0.0,58,55,798.0,8.49,37580.0,400.0,154.45,4.078
C 저층부 확대,51,4.0,165.0,194325.2,546968.7,428.8,41.41,10.35,10,2000.0,1.6,194295.2,546944.7,52.0,58,46,2092.9,22.28,37580.0,400.0,154.45,4.103
C 저층부 확대,45,3.0,165.0,194325.2,546968.7,616.6,43.01,14.34,10,1600.0,4.0,194307.2,546956.7,52.0,58,50,1701.0,18.11,37580.0,400.0,136.75,4.087
C 저층부 확대,45,2.5,165.0,194325.2,546968.7,616.6,39.26,15.7,10,1600.0,3.0,194319.2,546956.7,52.0,58,49,1693.4,18.02,37580.0,400.0,136.75,4.095
C 저층부 확대,45,4.0,165.0,194307.2,546950.7,388.0,39.4,9.85,10,2400.0,1.6,194295.2,546944.7,52.0,58,48,2501.7,26.63,37580.0,400.0,136.75,4.193
B 층수·세장비,43,3.0,165.0,194319.2,546968.7,874.0,51.2,17.07,0,0.0,0.0,0.0,0.0,0.0,58,54,943.2,10.04,37580.0,400.0,130.85,4.079
D 미세조정,39,2.0,155.0,194307.2,546968.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.0,175.0,194303.2,546972.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.202
D 미세조정,39,2.25,155.0,194307.2,546968.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.25,175.0,194303.2,546972.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.202
D 미세조정,39,2.5,175.0,194303.2,546972.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.201
D 미세조정,39,2.75,175.0,194303.2,546972.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.2
D 미세조정,39,3.125,175.0,194303.2,546972.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580.0,400.0,119.05,4.199
A 방위·위치,55,2.0,165.0,194319.2,546968.7,683.3,36.97,18.48,0,0.0,0.0,0.0,0.0,0.0,59,55,739.7,7.87,37580.0,400.0,166.25,4.078
C 저층부 확대,55,4.0,165.0,194325.2,546968.7,657.3,51.28,12.82,10,800.0,1.6,194331.2,546956.7,52.0,59,49,859.1,9.14,37580.0,400.0,166.25,4.072
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,657.3,44.41,14.8,10,800.0,2.2,194331.2,546968.7,52.0,59,43,862.0,9.18,37580.0,400.0,166.25,4.067
C 저층부 확대,55,2.5,165.0,194325.2,546968.7,657.3,40.54,16.22,10,800.0,1.6,194295.2,546932.7,52.0,59,52,859.1,9.14,37580.0,400.0,166.25,4.073
C 저층부 확대,55,2.5,165.0,194325.2,546968.7,479.6,34.62,13.85,10,1600.0,3.0,194307.2,546956.7,52.0,59,51,1693.4,18.02,37580.0,400.0,166.25,4.097
C 저층부 확대,51,2.5,165.0,194325.2,546968.7,623.9,39.49,15.8,10,1200.0,4.0,194307.2,546944.7,52.0,59,52,1287.6,13.71,37580.0,400.0,154.45,4.088
C 저층부 확대,45,4.0,165.0,194307.2,546968.7,730.9,54.07,13.52,10,1200.0,1.6,194307.2,546956.7,52.0,59,56,1272.2,13.54,37580.0,400.0,136.75,4.081
C 저층부 확대,45,3.0,165.0,194325.2,546968.7,730.9,46.82,15.61,10,1200.0,4.0,194295.2,546944.7,52.0,59,44,1287.6,13.71,37580.0,400.0,136.75,4.068
C 저층부 확대,39,2.5,165.0,194325.2,546968.7,882.1,46.96,18.78,10,1200.0,3.0,194307.2,546944.7,52.0,59,50,1281.0,13.63,37580.0,400.0,119.05,4.081
C 저층부 확대,39,2.5,165.0,194325.2,546968.7,882.1,46.96,18.78,10,1200.0,4.0,194319.2,546956.7,52.0,59,47,1287.6,13.71,37580.0,400.0,119.05,4.078
C 저층부 확대,39,4.0,165.0,194307.2,546968.7,744.1,54.56,13.64,10,1600.0,2.2,194295.2,546956.7,52.0,59,53,1687.3,17.96,37580.0,400.0,119.05,4.087
D 미세조정,39,2.0,165.0,194303.2,546968.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580.0,400.0,119.05,4.208
D 미세조정,39,2.0,165.0,194303.2,546972.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580.0,400.0,119.05,4.199
D 미세조정,39,2.25,165.0,194303.2,546968.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580.0,400.0,119.05,4.207
D 미세조정,39,2.25,170.0,194303.2,546964.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.25,170.0,194303.2,546968.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.21
D 미세조정,39,2.25,175.0,194303.2,546968.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.212
D 미세조정,39,2.5,165.0,194303.2,546968.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580.0,400.0,119.05,4.208
D 미세조정,39,2.5,170.0,194303.2,546964.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.5,170.0,194303.2,546968.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.21
D 미세조정,39,2.5,175.0,194303.2,546968.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.211
D 미세조정,39,2.75,165.0,194303.2,546968.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580.0,400.0,119.05,4.206
D 미세조정,39,2.75,170.0,194303.2,546964.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.214
D 미세조정,39,2.75,170.0,194303.2,546968.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.209
D 미세조정,39,2.75,175.0,194303.2,546968.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.212
D 미세조정,39,3.125,170.0,194303.2,546964.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.211
D 미세조정,39,3.125,175.0,194303.2,546968.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580.0,400.0,119.05,4.211
A 방위·위치,55,2.0,165.0,194331.2,546968.7,683.3,36.97,18.48,0,0.0,0.0,0.0,0.0,0.0,60,49,739.7,7.87,37580.0,400.0,166.25,4.082
C 저층부 확대,55,2.5,165.0,194325.2,546968.7,568.4,37.7,15.08,10,1200.0,3.0,194331.2,546956.7,52.0,60,44,1281.0,13.63,37580.0,400.0,166.25,4.08
C 저층부 확대,55,3.0,165.0,194307.2,546968.7,479.6,37.93,12.64,10,1600.0,1.6,194319.2,546956.7,52.0,60,55,1683.2,17.92,37580.0,400.0,166.25,4.098
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,479.6,37.93,12.64,10,1600.0,2.2,194307.2,546956.7,52.0,60,50,1687.3,17.96,37580.0,400.0,166.25,4.096
C 저층부 확대,55,2.5,165.0,194325.2,546986.7,390.7,31.25,12.5,10,2000.0,1.6,194307.2,546944.7,52.0,60,52,2092.9,22.28,37580.0,400.0,166.25,4.104
C 저층부 확대,51,4.0,165.0,194307.2,546968.7,721.5,53.72,13.43,10,800.0,3.0,194307.2,546956.7,52.0,60,56,866.3,9.22,37580.0,400.0,154.45,4.064
C 저층부 확대,51,3.0,165.0,194325.2,546968.7,623.9,43.26,14.42,10,1200.0,3.0,194331.2,546956.7,52.0,60,44,1281.0,13.63,37580.0,400.0,154.45,4.077
C 저층부 확대,51,3.0,165.0,194307.2,546968.7,526.3,39.74,13.25,10,1600.0,1.6,194295.2,546956.7,52.0,60,51,1683.2,17.92,37580.0,400.0,154.45,4.108
C 저층부 확대,51,3.0,165.0,194325.2,546986.7,428.8,35.87,11.96,10,2000.0,1.6,194307.2,546944.7,52.0,60,52,2092.9,22.28,37580.0,400.0,154.45,4.103
C 저층부 확대,51,2.5,165.0,194307.2,546968.7,428.8,32.74,13.1,10,2000.0,3.0,194307.2,546956.7,52.0,60,56,2104.3,22.4,37580.0,400.0,154.45,4.099
C 저층부 확대,51,3.0,165.0,194325.2,546968.7,331.2,31.52,10.51,10,2400.0,3.0,194295.2,546956.7,52.0,60,32,2514.1,26.76,37580.0,400.0,154.45,4.108
B 층수·세장비,47,2.0,165.0,194319.2,546968.7,799.6,39.99,19.99,0,0.0,0.0,0.0,0.0,0.0,60,55,860.6,9.16,37580.0,400.0,142.65,4.077
C 저층부 확대,39,3.0,165.0,194325.2,546968.7,606.2,42.65,14.22,10,2000.0,3.0,194307.2,546956.7,52.0,60,49,2104.3,22.4,37580.0,400.0,119.05,4.11
C 저층부 확대,39,3.0,165.0,194325.2,546968.7,330.3,31.48,10.49,10,2800.0,2.2,194295.2,546956.7,52.0,60,28,2915.2,31.03,37580.0,400.0,119.05,4.131
D 미세조정,39,2.0,170.0,194303.2,546964.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580.0,400.0,119.05,4.213
D 미세조정,39,2.0,170.0,194303.2,546968.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580.0,400.0,119.05,4.212
D 미세조정,39,2.0,175.0,194303.2,546968.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580.0,400.0,119.05,4.211
D 미세조정,39,2.5,160.0,194303.2,546972.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.194
D 미세조정,39,2.5,165.0,194303.2,546960.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,60,43,2909.8,30.97,37580.0,400.0,119.05,4.214
D 미세조정,39,2.75,160.0,194303.2,546964.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.202
D 미세조정,39,2.75,160.0,194303.2,546968.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.201
D 미세조정,39,2.75,160.0,194303.2,546972.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.193
D 미세조정,39,2.75,165.0,194303.2,546960.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,60,43,2909.8,30.97,37580.0,400.0,119.05,4.213
D 미세조정,39,3.125,160.0,194303.2,546964.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.2
D 미세조정,39,3.125,160.0,194303.2,546968.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.197
D 미세조정,39,3.125,160.0,194303.2,546972.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,43,2909.8,30.97,37580.0,400.0,119.05,4.19
D 미세조정,39,3.125,165.0,194299.2,546976.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,42,2909.8,30.97,37580.0,400.0,119.05,4.193
D 미세조정,39,3.125,165.0,194303.2,546960.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,43,2909.8,30.97,37580.0,400.0,119.05,4.211
D 미세조정,39,3.125,170.0,194303.2,546960.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580.0,400.0,119.05,4.214
D 미세조정,39,3.125,175.0,194299.2,546976.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,60,43,2909.8,30.97,37580.0,400.0,119.05,4.201
B 층수·세장비,55,4.0,150.0,194319.2,546968.7,683.3,52.28,13.07,0,0.0,0.0,0.0,0.0,0.0,61,51,749.6,7.98,37580.0,400.0,166.25,4.036
B 층수·세장비,55,4.0,165.0,194307.2,546968.7,683.3,52.28,13.07,0,0.0,0.0,0.0,0.0,0.0,61,59,749.6,7.98,37580.0,400.0,166.25,4.077
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,657.3,44.41,14.8,10,800.0,3.0,194319.2,546968.7,52.0,61,48,866.3,9.22,37580.0,400.0,166.25,4.061
C 저층부 확대,55,4.0,165.0,194325.2,546968.7,568.4,47.68,11.92,10,1200.0,1.6,194295.2,546944.7,52.0,61,50,1272.2,13.54,37580.0,400.0,166.25,4.07
B 층수·세장비,53,2.0,165.0,194331.2,546968.7,709.1,37.66,18.83,0,0.0,0.0,0.0,0.0,0.0,61,49,766.5,8.16,37580.0,400.0,160.35,4.083
B 층수·세장비,51,2.0,165.0,194331.2,546968.7,736.9,38.39,19.19,0,0.0,0.0,0.0,0.0,0.0,61,48,795.4,8.47,37580.0,400.0,154.45,4.081
C 저층부 확대,51,3.0,165.0,194325.2,546968.7,721.5,46.52,15.51,10,800.0,2.2,194283.2,546932.7,52.0,61,47,862.0,9.18,37580.0,400.0,154.45,4.066
C 저층부 확대,51,2.5,165.0,194325.2,546968.7,721.5,42.47,16.99,10,800.0,1.6,194319.2,546944.7,52.0,61,51,859.1,9.14,37580.0,400.0,154.45,4.073
C 저층부 확대,51,2.5,165.0,194325.2,546986.7,428.8,32.74,13.1,10,2000.0,1.6,194307.2,546944.7,52.0,61,51,2092.9,22.28,37580.0,400.0,154.45,4.102
C 저층부 확대,45,2.5,165.0,194325.2,546968.7,730.9,42.75,17.1,10,1200.0,4.0,194295.2,546944.7,52.0,61,45,1287.6,13.71,37580.0,400.0,136.75,4.069
B 층수·세장비,41,2.5,165.0,194319.2,546968.7,916.6,47.87,19.15,0,0.0,0.0,0.0,0.0,0.0,61,54,984.6,10.48,37580.0,400.0,124.95,4.083
C 저층부 확대,39,2.5,165.0,194325.2,546968.7,744.1,43.13,17.25,10,1600.0,4.0,194295.2,546944.7,52.0,61,43,1701.0,18.11,37580.0,400.0,119.05,4.094
D 미세조정,39,2.0,160.0,194303.2,546968.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.203
D 미세조정,39,2.0,160.0,194303.2,546972.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.0,165.0,194303.2,546960.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,61,43,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.25,155.0,194303.2,546972.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.192
D 미세조정,39,2.25,160.0,194303.2,546968.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.203
D 미세조정,39,2.25,160.0,194303.2,546972.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.25,160.0,194307.2,546960.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.205
D 미세조정,39,2.25,165.0,194303.2,546960.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,43,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.25,170.0,194303.2,546960.7,330.3,27.26,12.12,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.5,155.0,194303.2,546972.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.192
D 미세조정,39,2.5,160.0,194303.2,546964.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.204
D 미세조정,39,2.5,160.0,194303.2,546968.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.203
D 미세조정,39,2.5,165.0,194299.2,546976.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,40,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.5,170.0,194299.2,546972.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.209
D 미세조정,39,2.5,170.0,194303.2,546960.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.215
D 미세조정,39,2.5,175.0,194299.2,546976.7,330.3,28.74,11.5,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.204
D 미세조정,39,2.75,155.0,194303.2,546972.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.191
D 미세조정,39,2.75,165.0,194299.2,546976.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.195
D 미세조정,39,2.75,170.0,194299.2,546972.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.209
D 미세조정,39,2.75,170.0,194303.2,546960.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.214
D 미세조정,39,2.75,175.0,194299.2,546976.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,43,2909.8,30.97,37580.0,400.0,119.05,4.204
D 미세조정,39,2.75,175.0,194303.2,546960.7,330.3,30.14,10.96,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.22
D 미세조정,39,3.125,155.0,194303.2,546972.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.187
D 미세조정,39,3.125,170.0,194299.2,546972.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,61,42,2909.8,30.97,37580.0,400.0,119.05,4.205
D 미세조정,39,3.125,175.0,194303.2,546960.7,330.3,32.13,10.28,10,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580.0,400.0,119.05,4.219
B 층수·세장비,55,1.5,165.0,194331.2,546968.7,683.3,32.01,21.34,0,0.0,0.0,0.0,0.0,0.0,62,49,737.6,7.85,37580.0,400.0,166.25,4.071
C 저층부 확대,55,4.0,165.0,194325.2,546968.7,657.3,51.28,12.82,10,800.0,2.2,194307.2,546956.7,52.0,62,48,862.0,9.18,37580.0,400.0,166.25,4.053
C 저층부 확대,55,4.0,165.0,194325.2,546968.7,657.3,51.28,12.82,10,800.0,4.0,194307.2,546956.7,52.0,62,48,871.7,9.28,37580.0,400.0,166.25,4.053
C 저층부 확대,55,3.0,165.0,194325.2,546968.7,657.3,44.41,14.8,10,800.0,4.0,194319.2,546968.7,52.0,62,47,871.7,9.28,37580.0,400.0,166.25,4.054
C 저층부 확대,55,4.0,165.0,194307.2,546968.7,568.4,47.68,11.92,10,1200.0,1.6,194319.2,546956.7,52.0,62,58,1272.2,13.54,37580.0,400.0,166.25,4.084
C 저층부 확대,55,3.0,165.0,194325.2,546986.7,390.7,34.23,11.41,10,2000.0,1.6,194295.2,546944.7,52.0,62,45,2092.9,22.28,37580.0,400.0,166.25,4.098
B 층수·세장비,51,3.0,165.0,194331.2,546980.7,736.9,47.02,15.67,0,0.0,0.0,0.0,0.0,0.0,62,49,800.6,8.52,37580.0,400.0,154.45,4.077
C 저층부 확대,51,2.5,165.0,194325.2,546968.7,428.8,32.74,13.1,10,2000.0,1.6,194307.2,546956.7,52.0,62,49,2092.9,22.28,37580.0,400.0,154.45,4.107
C 저층부 확대,45,2.5,165.0,194325.2,546968.7,845.1,45.97,18.39,10,800.0,1.6,194283.2,546932.7,52.0,62,45,910.5,9.69,37580.0,400.0,136.75,4.06
C 저층부 확대,45,4.0,165.0,194307.2,546968.7,502.3,44.82,11.21,10,2000.0,1.6,194307.2,546968.7,52.0,62,48,2092.9,22.28,37580.0,400.0,136.75,4.086
C 저층부 확대,45,2.5,165.0,194325.2,546968.7,502.3,35.44,14.17,10,2000.0,2.2,194295.2,546944.7,52.0,62,46,2097.5,22.33,37580.0,400.0,136.75,4.112
C 저층부 확대,39,4.0,165.0,194325.2,546968.7,606.2,49.24,12.31,10,2000.0,4.0,194319.2,546956.7,52.0,62,40,2112.8,22.49,37580.0,400.0,119.05,4.092
D 미세조정,39,2.0,160.0,194303.2,546964.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,62,42,2909.8,30.97,37580.0,400.0,119.05,4.204
D 미세조정,39,2.0,165.0,194299.2,546976.7,330.3,25.7,12.85,10,2800.0,1.6,194295.2,546944.7,52.0,62,40,2909.8,30.97,37580.0,400.0,119.05,4.195
