stage,floors,aspect,azimuth,x,y,tower_plate,tower_long,tower_short,podium_plate,podium_aspect,podium_x,podium_y,new_fail,new_ok,coverage_m2,bcr_pct,far_pct,height_m
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194283.2,546960.7,479.0,30.95,15.48,2800.0,1.6,194299.2,546960.7,111,43,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.0,165.0,194283.2,546944.7,238.7,21.85,10.92,3400.0,3.0,194299.2,546960.7,111,14,3535.7,37.63,400.0,77.75
E2 층수 하향(범위 밖 참고),25,3.0,165.0,194283.2,546944.7,238.7,26.76,8.92,3400.0,1.6,194299.2,546960.7,111,39,3520.9,37.48,400.0,77.75
E1 저층부 확대(경계 확장),43,2.0,165.0,194277.2,546938.7,411.5,28.69,14.34,2400.0,3.0,194319.2,546952.7,112,24,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,172.5,194291.2,546966.7,290.3,29.51,9.84,2800.0,2.2,194319.2,546966.7,112,27,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),39,3.5,157.5,194277.2,546952.7,468.3,40.48,11.57,2400.0,1.6,194305.2,546952.7,112,45,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),41,2.5,150.0,194291.2,546952.7,438.1,33.09,13.24,2400.0,3.0,194319.2,546952.7,113,30,2514.1,26.76,400.0,124.95
E1 저층부 확대(경계 확장),39,3.5,165.0,194277.2,546938.7,468.3,40.48,11.57,2400.0,2.2,194319.2,546952.7,113,27,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,165.0,194291.2,546966.7,468.3,40.48,11.57,2400.0,2.2,194305.2,546980.7,113,34,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,165.0,194277.2,546952.7,330.3,31.48,10.49,2800.0,4.0,194305.2,546952.7,113,25,2933.3,31.22,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,150.0,194291.2,546952.7,330.3,34.0,9.72,2800.0,1.6,194291.2,546966.7,113,41,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,165.0,194305.2,546952.7,192.4,25.95,7.41,3200.0,2.2,194305.2,546980.7,113,31,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194331.2,546992.7,879.0,41.93,20.96,2000.0,3.0,194299.2,546976.7,113,28,2104.3,22.4,400.0,92.5
E2 층수 하향(범위 밖 참고),20,2.5,165.0,194283.2,546944.7,958.0,48.94,19.58,2800.0,1.6,194283.2,546960.7,113,25,2909.8,30.97,400.0,63.0
E1 저층부 확대(경계 확장),41,2.5,157.5,194291.2,546952.7,244.5,24.72,9.89,3000.0,2.2,194291.2,546966.7,114,33,3119.2,33.2,400.0,124.95
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194267.2,546944.7,703.2,41.93,16.77,2000.0,1.6,194299.2,546976.7,114,26,2092.9,22.28,400.0,107.25
E2 층수 하향(범위 밖 참고),35,3.0,150.0,194299.2,546960.7,703.2,45.93,15.31,2000.0,2.2,194299.2,546976.7,114,44,2097.5,22.33,400.0,107.25
E2 층수 하향(범위 밖 참고),20,2.5,165.0,194283.2,546928.7,358.0,29.92,11.97,3400.0,1.6,194315.2,546976.7,114,13,3520.9,37.48,400.0,63.0
E1 저층부 확대(경계 확장),45,2.5,150.0,194277.2,546938.7,273.7,26.16,10.46,2800.0,1.6,194291.2,546966.7,115,39,2909.8,30.97,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,157.5,194305.2,546966.7,411.5,35.14,11.71,2400.0,3.0,194305.2,546980.7,115,33,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,165.0,194277.2,546924.7,309.0,30.45,10.15,2800.0,2.2,194291.2,546966.7,115,24,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,172.5,194277.2,546952.7,180.0,23.24,7.75,3200.0,1.6,194305.2,546966.7,115,41,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),39,3.5,165.0,194277.2,546952.7,330.3,34.0,9.72,2800.0,2.2,194305.2,546952.7,115,40,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194267.2,546944.7,606.2,42.65,14.22,2000.0,3.0,194299.2,546976.7,115,18,2104.3,22.4,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194267.2,546944.7,703.2,37.5,18.75,2000.0,3.0,194299.2,546976.7,115,18,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.5,150.0,194299.2,546960.7,879.0,46.88,18.75,2000.0,2.2,194315.2,546976.7,115,33,2097.5,22.33,400.0,92.5
E1 저층부 확대(경계 확장),43,3.5,172.5,194291.2,546938.7,290.3,31.88,9.11,2800.0,1.6,194291.2,546952.7,116,30,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194277.2,546938.7,309.0,24.86,12.43,2800.0,4.0,194305.2,546952.7,116,20,2933.3,31.22,400.0,124.95
E1 저층부 확대(경계 확장),41,2.0,165.0,194277.2,546938.7,180.0,18.97,9.49,3200.0,2.2,194305.2,546966.7,116,26,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,157.5,194291.2,546952.7,330.3,31.48,10.49,2800.0,3.0,194291.2,546966.7,116,23,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194283.2,546960.7,703.2,37.5,18.75,2000.0,3.0,194299.2,546944.7,116,40,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),30,3.0,165.0,194299.2,546960.7,879.0,51.35,17.12,2000.0,4.0,194299.2,546976.7,116,28,2112.8,22.49,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.5,165.0,194299.2,546960.7,1172.0,54.13,21.65,2000.0,2.2,194331.2,546960.7,116,31,2097.5,22.33,400.0,77.75
E2 층수 하향(범위 밖 참고),20,2.0,150.0,194267.2,546944.7,958.0,43.77,21.89,2800.0,3.0,194299.2,546976.7,116,12,2923.2,31.11,400.0,63.0
E1 저층부 확대(경계 확장),45,2.5,172.5,194277.2,546938.7,388.0,31.14,12.46,2400.0,4.0,194305.2,546952.7,117,21,2523.5,26.86,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,150.0,194277.2,546938.7,388.0,36.85,10.53,2400.0,4.0,194305.2,546952.7,117,26,2523.5,26.86,400.0,136.75
E1 저층부 확대(경계 확장),43,3.5,150.0,194277.2,546924.7,290.3,31.88,9.11,2800.0,1.6,194305.2,546952.7,117,27,2909.8,30.97,400.0,130.85
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194299.2,546944.7,606.2,34.82,17.41,2000.0,4.0,194315.2,546960.7,117,31,2112.8,22.49,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194267.2,546944.7,330.3,25.7,12.85,2800.0,1.6,194315.2,546976.7,117,10,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194267.2,546928.7,238.7,21.85,10.92,3400.0,1.6,194315.2,546976.7,117,2,3520.9,37.48,400.0,77.75
E1 저층부 확대(경계 확장),45,2.0,165.0,194291.2,546966.7,388.0,27.86,13.93,2400.0,4.0,194291.2,546966.7,118,22,2523.5,26.86,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,165.0,194291.2,546952.7,273.7,26.16,10.46,2800.0,2.2,194319.2,546966.7,118,27,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,165.0,194263.2,546938.7,290.3,24.1,12.05,2800.0,2.2,194305.2,546980.7,118,11,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,150.0,194291.2,546952.7,180.0,23.24,7.75,3200.0,3.0,194291.2,546966.7,118,22,3331.6,35.46,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,165.0,194277.2,546938.7,192.4,21.93,8.77,3200.0,1.6,194319.2,546966.7,118,21,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),25,2.5,150.0,194283.2,546960.7,238.7,24.43,9.77,3400.0,1.6,194315.2,546976.7,118,24,3520.9,37.48,400.0,77.75
E1 저층부 확대(경계 확장),41,3.5,150.0,194291.2,546938.7,438.1,39.16,11.19,2400.0,3.0,194319.2,546952.7,119,30,2514.1,26.76,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,172.5,194291.2,546952.7,468.3,37.48,12.49,2400.0,2.2,194319.2,546952.7,119,37,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,157.5,194277.2,546938.7,192.4,21.93,8.77,3200.0,3.0,194291.2,546966.7,119,22,3331.6,35.46,400.0,119.05
E2 층수 하향(범위 밖 참고),25,3.0,150.0,194299.2,546944.7,638.7,43.77,14.59,2800.0,3.0,194299.2,546976.7,119,22,2923.2,31.11,400.0,77.75
E1 저층부 확대(경계 확장),45,3.0,172.5,194277.2,546924.7,388.0,34.12,11.37,2400.0,2.2,194305.2,546966.7,120,19,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),43,3.5,172.5,194277.2,546952.7,229.7,28.35,8.1,3000.0,2.2,194291.2,546966.7,120,33,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),39,3.5,172.5,194277.2,546938.7,468.3,40.48,11.57,2400.0,3.0,194305.2,546952.7,120,23,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,165.0,194291.2,546952.7,330.3,25.7,12.85,2800.0,3.0,194291.2,546966.7,120,24,2923.2,31.11,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,172.5,194291.2,546952.7,330.3,34.0,9.72,2800.0,2.2,194319.2,546966.7,120,27,2915.2,31.03,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,172.5,194277.2,546952.7,261.4,30.25,8.64,3000.0,1.6,194319.2,546966.7,120,28,3113.6,33.14,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194299.2,546944.7,606.2,34.82,17.41,2000.0,2.2,194315.2,546976.7,120,33,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194283.2,546944.7,606.2,42.65,14.22,2000.0,1.6,194283.2,546960.7,120,33,2092.9,22.28,400.0,119.05
E1 저층부 확대(경계 확장),45,2.0,157.5,194291.2,546924.7,216.6,20.81,10.41,3000.0,2.2,194305.2,546952.7,121,36,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,150.0,194305.2,546938.7,216.6,23.27,9.31,3000.0,2.2,194305.2,546980.7,121,29,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,157.5,194291.2,546938.7,411.5,35.14,11.71,2400.0,3.0,194305.2,546952.7,121,39,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,172.5,194291.2,546952.7,244.5,22.11,11.06,3000.0,3.0,194291.2,546966.7,121,24,3127.5,33.29,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,165.0,194277.2,546924.7,330.3,25.7,12.85,2800.0,1.6,194305.2,546966.7,121,21,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,157.5,194277.2,546952.7,330.3,34.0,9.72,2800.0,1.6,194319.2,546966.7,121,28,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,165.0,194277.2,546952.7,261.4,28.0,9.33,3000.0,1.6,194319.2,546966.7,121,28,3113.6,33.14,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,172.5,194263.2,546938.7,192.4,21.93,8.77,3200.0,2.2,194305.2,546980.7,121,11,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194267.2,546944.7,383.2,30.95,12.38,2800.0,1.6,194315.2,546976.7,121,14,2909.8,30.97,400.0,107.25
E1 저층부 확대(경계 확장),45,3.5,150.0,194291.2,546938.7,273.7,30.95,8.84,2800.0,2.2,194291.2,546966.7,122,30,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,150.0,194305.2,546980.7,411.5,32.07,12.83,2400.0,3.0,194305.2,546980.7,122,34,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,157.5,194277.2,546952.7,438.1,33.09,13.24,2400.0,1.6,194291.2,546966.7,122,45,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),41,2.0,157.5,194263.2,546952.7,309.0,24.86,12.43,2800.0,2.2,194305.2,546980.7,122,20,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,157.5,194277.2,546952.7,309.0,27.8,11.12,2800.0,1.6,194319.2,546966.7,122,28,2909.8,30.97,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,165.0,194277.2,546938.7,244.5,29.25,8.36,3000.0,2.2,194305.2,546966.7,122,30,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,157.5,194291.2,546966.7,468.3,37.48,12.49,2400.0,3.0,194305.2,546980.7,122,34,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),45,2.5,165.0,194277.2,546924.7,388.0,31.14,12.46,2400.0,2.2,194305.2,546966.7,123,20,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,165.0,194277.2,546952.7,290.3,26.94,10.78,2800.0,3.0,194291.2,546966.7,123,24,2923.2,31.11,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194277.2,546924.7,438.1,29.6,14.8,2400.0,4.0,194305.2,546952.7,123,15,2523.5,26.86,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,165.0,194277.2,546938.7,309.0,32.89,9.4,2800.0,2.2,194305.2,546966.7,123,32,2915.2,31.03,400.0,124.95
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194283.2,546960.7,638.7,35.74,17.87,2800.0,1.6,194315.2,546960.7,123,36,2909.8,30.97,400.0,77.75
E1 저층부 확대(경계 확장),45,3.0,165.0,194277.2,546952.7,388.0,34.12,11.37,2400.0,1.6,194305.2,546966.7,124,45,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),39,2.5,150.0,194305.2,546952.7,468.3,34.22,13.69,2400.0,3.0,194305.2,546980.7,124,30,2514.1,26.76,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194283.2,546960.7,606.2,38.93,15.57,2000.0,1.6,194315.2,546960.7,124,41,2092.9,22.28,400.0,119.05
E1 저층부 확대(경계 확장),45,2.5,172.5,194291.2,546938.7,273.7,26.16,10.46,2800.0,3.0,194305.2,546952.7,125,32,2923.2,31.11,400.0,136.75
E1 저층부 확대(경계 확장),45,3.0,157.5,194277.2,546938.7,273.7,28.66,9.55,2800.0,2.2,194305.2,546966.7,125,34,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,157.5,194277.2,546924.7,273.7,30.95,8.84,2800.0,2.2,194319.2,546966.7,125,8,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),41,2.0,172.5,194277.2,546952.7,309.0,24.86,12.43,2800.0,2.2,194291.2,546966.7,125,34,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,157.5,194277.2,546938.7,468.3,37.48,12.49,2400.0,3.0,194305.2,546952.7,125,34,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,150.0,194277.2,546952.7,261.4,22.86,11.43,3000.0,2.2,194291.2,546966.7,125,33,3119.2,33.2,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,165.0,194299.2,546944.7,383.2,33.91,11.3,2800.0,3.0,194299.2,546976.7,125,23,2923.2,31.11,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.5,150.0,194283.2,546944.7,479.0,34.6,13.84,2800.0,2.2,194283.2,546960.7,125,25,2915.2,31.03,400.0,92.5
E1 저층부 확대(경계 확장),45,3.5,165.0,194277.2,546952.7,388.0,36.85,10.53,2400.0,3.0,194291.2,546966.7,126,30,2514.1,26.76,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,172.5,194291.2,546966.7,411.5,28.69,14.34,2400.0,1.6,194319.2,546980.7,126,28,2501.7,26.63,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,172.5,194291.2,546966.7,180.0,18.97,9.49,3200.0,2.2,194305.2,546980.7,126,34,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,3.5,150.0,194291.2,546966.7,468.3,40.48,11.57,2400.0,3.0,194305.2,546980.7,126,34,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,157.5,194277.2,546952.7,261.4,28.0,9.33,3000.0,2.2,194291.2,546966.7,126,33,3119.2,33.2,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,150.0,194267.2,546944.7,703.2,45.93,15.31,2000.0,4.0,194299.2,546976.7,126,16,2112.8,22.49,400.0,107.25
E1 저층부 확대(경계 확장),43,2.0,172.5,194291.2,546938.7,411.5,28.69,14.34,2400.0,1.6,194305.2,546952.7,127,44,2501.7,26.63,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,172.5,194291.2,546966.7,411.5,35.14,11.71,2400.0,2.2,194305.2,546980.7,127,34,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,157.5,194291.2,546924.7,244.5,22.11,11.06,3000.0,2.2,194305.2,546952.7,127,36,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,165.0,194277.2,546938.7,330.3,28.74,11.5,2800.0,3.0,194305.2,546966.7,127,25,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194267.2,546944.7,703.2,41.93,16.77,2000.0,2.2,194299.2,546976.7,127,27,2097.5,22.33,400.0,107.25
E1 저층부 확대(경계 확장),43,2.0,157.5,194277.2,546952.7,290.3,24.1,12.05,2800.0,2.2,194291.2,546966.7,128,34,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,157.5,194277.2,546952.7,290.3,31.88,9.11,2800.0,3.0,194291.2,546966.7,128,24,2923.2,31.11,400.0,130.85
E1 저층부 확대(경계 확장),39,3.5,150.0,194277.2,546938.7,468.3,40.48,11.57,2400.0,3.0,194305.2,546952.7,128,35,2514.1,26.76,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194283.2,546928.7,606.2,34.82,17.41,2000.0,4.0,194315.2,546944.7,128,22,2112.8,22.49,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194267.2,546944.7,703.2,37.5,18.75,2000.0,2.2,194299.2,546976.7,128,27,2097.5,22.33,400.0,107.25
E1 저층부 확대(경계 확장),45,2.0,172.5,194277.2,546952.7,388.0,27.86,13.93,2400.0,1.6,194305.2,546966.7,129,43,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),41,2.0,157.5,194277.2,546952.7,438.1,29.6,14.8,2400.0,2.2,194291.2,546966.7,129,40,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,150.0,194277.2,546924.7,438.1,36.25,12.08,2400.0,1.6,194291.2,546966.7,129,25,2501.7,26.63,400.0,124.95
E2 층수 하향(범위 밖 참고),25,2.0,165.0,194283.2,546928.7,638.7,35.74,17.87,2800.0,3.0,194299.2,546960.7,129,19,2923.2,31.11,400.0,77.75
E2 층수 하향(범위 밖 참고),25,2.5,150.0,194283.2,546944.7,638.7,39.96,15.98,2800.0,2.2,194315.2,546960.7,129,29,2915.2,31.03,400.0,77.75
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194283.2,546944.7,606.2,38.93,15.57,2000.0,3.0,194315.2,546944.7,130,40,2104.3,22.4,400.0,119.05
E1 저층부 확대(경계 확장),45,3.0,157.5,194277.2,546938.7,388.0,34.12,11.37,2400.0,3.0,194291.2,546966.7,131,29,2514.1,26.76,400.0,136.75
E2 층수 하향(범위 밖 참고),20,2.0,165.0,194283.2,546944.7,958.0,43.77,21.89,2800.0,1.6,194315.2,546960.7,131,29,2909.8,30.97,400.0,63.0
E1 저층부 확대(경계 확장),41,2.5,150.0,194291.2,546938.7,309.0,27.8,11.12,2800.0,2.2,194319.2,546966.7,132,27,2915.2,31.03,400.0,124.95
E2 층수 하향(범위 밖 참고),35,3.0,165.0,194283.2,546944.7,703.2,45.93,15.31,2000.0,1.6,194299.2,546960.7,132,41,2092.9,22.28,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,165.0,194283.2,546944.7,879.0,41.93,20.96,2000.0,2.2,194283.2,546960.7,132,26,2097.5,22.33,400.0,92.5
E1 저층부 확대(경계 확장),41,3.5,172.5,194291.2,546938.7,438.1,39.16,11.19,2400.0,3.0,194319.2,546952.7,133,31,2514.1,26.76,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,150.0,194291.2,546952.7,244.5,24.72,9.89,3000.0,2.2,194305.2,546980.7,133,34,3119.2,33.2,400.0,124.95
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194283.2,546944.7,330.3,31.48,10.49,2800.0,3.0,194315.2,546960.7,133,28,2923.2,31.11,400.0,119.05
E1 저층부 확대(경계 확장),41,3.0,165.0,194277.2,546952.7,180.0,23.24,7.75,3200.0,2.2,194305.2,546980.7,134,34,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),43,2.5,165.0,194291.2,546938.7,229.7,23.96,9.59,3000.0,2.2,194291.2,546966.7,135,30,3119.2,33.2,400.0,130.85
E2 층수 하향(범위 밖 참고),35,3.0,150.0,194283.2,546928.7,383.2,33.91,11.3,2800.0,4.0,194299.2,546960.7,135,16,2933.3,31.22,400.0,107.25
E1 저층부 확대(경계 확장),41,2.0,165.0,194291.2,546938.7,438.1,29.6,14.8,2400.0,4.0,194305.2,546952.7,136,30,2523.5,26.86,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,172.5,194291.2,546952.7,468.3,34.22,13.69,2400.0,4.0,194305.2,546966.7,136,33,2523.5,26.86,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,150.0,194291.2,546952.7,192.4,19.62,9.81,3200.0,2.2,194305.2,546980.7,136,34,3323.0,35.37,400.0,119.05
E1 저층부 확대(경계 확장),43,3.5,165.0,194277.2,546924.7,411.5,37.95,10.84,2400.0,2.2,194305.2,546980.7,137,8,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),41,3.5,172.5,194277.2,546938.7,309.0,32.89,9.4,2800.0,2.2,194305.2,546980.7,137,21,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),39,3.5,172.5,194291.2,546966.7,468.3,40.48,11.57,2400.0,3.0,194305.2,546980.7,137,34,2514.1,26.76,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194283.2,546944.7,879.0,41.93,20.96,2000.0,3.0,194315.2,546944.7,137,38,2104.3,22.4,400.0,92.5
E1 저층부 확대(경계 확장),43,3.5,157.5,194277.2,546952.7,411.5,37.95,10.84,2400.0,1.6,194319.2,546980.7,138,27,2501.7,26.63,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,172.5,194291.2,546938.7,438.1,33.09,13.24,2400.0,4.0,194305.2,546952.7,138,31,2523.5,26.86,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,165.0,194291.2,546938.7,438.1,39.16,11.19,2400.0,2.2,194291.2,546966.7,138,36,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),45,2.0,150.0,194291.2,546938.7,388.0,27.86,13.93,2400.0,3.0,194291.2,546966.7,139,27,2514.1,26.76,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,150.0,194291.2,546952.7,411.5,28.69,14.34,2400.0,3.0,194305.2,546980.7,140,33,2514.1,26.76,400.0,130.85
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194283.2,546944.7,606.2,34.82,17.41,2000.0,2.2,194299.2,546960.7,140,42,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194283.2,546960.7,703.2,37.5,18.75,2000.0,4.0,194299.2,546960.7,141,37,2112.8,22.49,400.0,107.25
E1 저층부 확대(경계 확장),45,2.0,150.0,194291.2,546938.7,216.6,20.81,10.41,3000.0,2.2,194305.2,546980.7,142,32,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,150.0,194277.2,546952.7,411.5,35.14,11.71,2400.0,1.6,194319.2,546980.7,142,27,2501.7,26.63,400.0,130.85
E1 저층부 확대(경계 확장),39,2.5,165.0,194277.2,546938.7,468.3,34.22,13.69,2400.0,2.2,194305.2,546980.7,142,19,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),41,2.0,150.0,194277.2,546952.7,180.0,18.97,9.49,3200.0,2.2,194305.2,546980.7,143,34,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,157.5,194291.2,546938.7,468.3,30.6,15.3,2400.0,2.2,194305.2,546980.7,143,30,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),43,2.0,157.5,194277.2,546924.7,229.7,21.43,10.72,3000.0,2.2,194305.2,546980.7,144,12,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194277.2,546938.7,244.5,22.11,11.06,3000.0,2.2,194305.2,546980.7,144,29,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),43,2.0,157.5,194291.2,546938.7,411.5,28.69,14.34,2400.0,1.6,194319.2,546980.7,145,27,2501.7,26.63,400.0,130.85
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194283.2,546944.7,606.2,38.93,15.57,2000.0,4.0,194299.2,546960.7,145,34,2112.8,22.49,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194283.2,546944.7,703.2,41.93,16.77,2000.0,3.0,194315.2,546960.7,145,28,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194283.2,546928.7,383.2,30.95,12.38,2800.0,2.2,194299.2,546976.7,145,26,2915.2,31.03,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194283.2,546944.7,479.0,34.6,13.84,2800.0,3.0,194315.2,546960.7,145,27,2923.2,31.11,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194283.2,546928.7,479.0,34.6,13.84,2800.0,1.6,194315.2,546976.7,147,11,2909.8,30.97,400.0,92.5
E1 저층부 확대(경계 확장),45,2.0,165.0,194291.2,546938.7,388.0,27.86,13.93,2400.0,3.0,194291.2,546966.7,148,27,2514.1,26.76,400.0,136.75
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194283.2,546944.7,879.0,46.88,18.75,2000.0,1.6,194315.2,546960.7,148,34,2092.9,22.28,400.0,92.5
E1 저층부 확대(경계 확장),43,2.5,150.0,194277.2,546938.7,411.5,32.07,12.83,2400.0,2.2,194305.2,546980.7,149,26,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,150.0,194291.2,546938.7,411.5,37.95,10.84,2400.0,3.0,194305.2,546980.7,149,30,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),39,2.0,165.0,194291.2,546938.7,468.3,30.6,15.3,2400.0,4.0,194305.2,546966.7,149,31,2523.5,26.86,400.0,119.05
E2 층수 하향(범위 밖 참고),30,3.0,165.0,194283.2,546944.7,879.0,51.35,17.12,2000.0,2.2,194315.2,546960.7,149,31,2097.5,22.33,400.0,92.5
