순위,동수,층수,종횡비,방위,기준층㎡,높이m,연면적㎡,용적률%,건폐율%,교사동기준A%,불충족평균h,운동장기준A%,교실평균h,한강조망%,중심좌표
1,1,75,1.5,165.0,501.1,225.2,37580,400.0,5.83,80.9,1.14,68.4,3.78,90.8,"E194319.2,N546962.7"
