순위,동수,층수,종횡비,방위,기준층㎡,높이m,연면적㎡,용적률%,건폐율%,교사동기준A%,불충족평균h,운동장기준A%,교실평균h,한강조망%,중심좌표
1,1,50,1.75,150.0,751.6,151.5,37580,400.0,8.0,80.0,1.23,67.9,3.79,86.0,"E194319.2,N546956.7"
