family,stage,floors,top_floors,height_m,new_fail,new_ok,new_fail_bld,new_ok_bld,new_fail_pg,gfa_m2,far_pct,service_m2,real_m2,coverage_m2,bcr_pct,daylight_ratio,dong_gap_m,dong_gap_ratio,n_dong,mean_total_h,min_short_m,label,design
단일+저층부,5 미세조정,53,53,178.9,60,39,26,17,34,37580,400.0,8674,46254,4133,43.99,0.121,inf,inf,2,3.631,11.6,53층 366㎡(31.6×11.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.7216, 170.0, 194327.6, 546973.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,60,39,26,17,34,37580,400.0,8660,46240,4133,43.99,0.124,inf,inf,2,3.63,12.05,55층 352㎡(29.2×12.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.4225, 172.0, 194327.6, 546972.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,60,37,26,17,34,37580,400.0,8667,46247,4133,43.99,0.127,inf,inf,2,3.629,11.46,52층 374㎡(32.6×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.85, 172.0, 194327.6, 546972.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,60,37,26,17,34,37580,400.0,8712,46292,4133,43.99,0.136,inf,inf,2,3.629,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 170.0, 194327.6, 546968.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,61,39,26,17,35,37580,400.0,8517,46097,4133,43.99,0.117,inf,inf,2,3.629,12.3,53층 366㎡(29.8×12.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.4225, 172.0, 194327.6, 546974.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,60,37,27,17,33,37580,400.0,8712,46292,4133,43.99,0.116,inf,inf,2,3.635,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 170.0, 194330.1, 546971.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,61,37,27,17,34,37580,400.0,8516,46096,4133,43.99,0.132,inf,inf,2,3.628,11.71,50층 391㎡(33.4×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.85, 172.0, 194327.6, 546969.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,61,37,27,17,34,37580,400.0,8592,46172,4133,43.99,0.132,inf,inf,2,3.628,11.58,51층 382㎡(33.0×11.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.85, 172.0, 194327.6, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,62,37,27,17,35,37580,400.0,8600,46180,4133,43.99,0.114,inf,inf,2,3.631,11.72,52층 374㎡(31.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7216, 170.0, 194330.1, 546968.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,62,37,27,17,35,37580,400.0,8600,46180,4133,43.99,0.119,inf,inf,2,3.631,11.72,52층 374㎡(31.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7216, 170.0, 194330.1, 546971.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,62,37,27,17,35,37580,400.0,8742,46322,4133,43.99,0.109,inf,inf,2,3.623,11.34,53층 366㎡(32.3×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.85, 172.0, 194327.6, 546967.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,62,37,27,17,35,37580,400.0,8710,46290,4133,43.99,0.103,inf,inf,2,3.622,11.14,51층 382㎡(34.3×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 3.078, 172.0, 194327.6, 546967.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,62,37,27,17,35,37580,400.0,8834,46414,4133,43.99,0.113,inf,inf,2,3.621,11.01,53층 366㎡(33.3×11.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 3.024, 174.0, 194327.6, 546968.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,62,37,27,17,35,37580,400.0,8554,46134,4133,43.99,0.103,inf,inf,2,3.62,11.39,49층 400㎡(35.1×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.078, 172.0, 194327.6, 546967.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,62,37,27,17,35,37580,400.0,8593,46173,4133,43.99,0.112,inf,inf,2,3.619,11.75,52층 374㎡(31.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7075, 172.0, 194327.6, 546967.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,62,41,27,17,35,37580,400.0,8813,46393,4133,43.99,0.129,inf,inf,2,3.613,11.4,55층 352㎡(30.9×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.7075, 0.0, 194325.1, 546974.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,63,36,27,17,36,37580,400.0,8636,46216,4133,43.99,0.054,inf,inf,2,3.626,11.1,49층 400㎡(36.0×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.24, 176.0, 194330.1, 546964.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,62,39,28,17,34,37580,400.0,8816,46396,4133,43.99,0.116,inf,inf,2,3.632,11.22,54층 359㎡(32.0×11.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.85, 168.0, 194327.6, 546974.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,62,37,28,17,34,37580,400.0,8437,46017,4133,43.99,0.131,inf,inf,2,3.628,12.71,53층 366㎡(28.8×12.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.268, 170.0, 194327.6, 546971.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,62,37,28,17,34,37580,400.0,8816,46396,4133,43.99,0.119,inf,inf,2,3.623,11.22,54층 359㎡(32.0×11.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.85, 176.0, 194327.6, 546969.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,62,39,28,17,34,37580,400.0,8282,45862,4133,43.99,0.123,inf,inf,2,3.621,13.35,52층 374㎡(28.0×13.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.1, 170.0, 194327.6, 546973.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,63,37,28,17,35,37580,400.0,8712,46292,4133,43.99,0.106,inf,inf,2,3.631,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 174.0, 194330.1, 546968.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,63,37,28,17,35,37580,400.0,8372,45952,4133,43.99,0.101,inf,inf,2,3.631,12.56,51층 382㎡(30.4×12.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.4225, 172.0, 194330.1, 546967.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,63,36,28,17,35,37580,400.0,8362,45942,4133,43.99,0.074,inf,inf,2,3.628,12.38,50층 391㎡(31.6×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.55, 172.0, 194330.1, 546964.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,63,37,28,17,35,37580,400.0,8437,46017,4133,43.99,0.121,inf,inf,2,3.628,12.24,51층 382㎡(31.2×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.55, 172.0, 194330.1, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,63,37,28,17,35,37580,400.0,8589,46169,4133,43.99,0.134,inf,inf,2,3.628,12.17,54층 359㎡(29.5×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.4225, 168.0, 194327.6, 546967.4, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,63,37,28,17,35,37580,400.0,8636,46216,4133,43.99,0.104,inf,inf,2,3.627,11.1,49층 400㎡(36.0×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.24, 172.0, 194330.1, 546969.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,63,37,28,17,35,37580,400.0,8574,46154,4133,43.99,0.109,inf,inf,2,3.627,12.24,54층 359㎡(29.3×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.394, 174.0, 194330.1, 546968.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,63,37,28,17,35,37580,400.0,8516,46096,4133,43.99,0.09,inf,inf,2,3.626,11.71,50층 391㎡(33.4×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.85, 172.0, 194330.1, 546967.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,63,37,28,17,35,37580,400.0,8439,46019,4133,43.99,0.09,inf,inf,2,3.626,11.84,49층 400㎡(33.7×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.85, 172.0, 194330.1, 546967.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,63,36,28,17,35,37580,400.0,8476,46056,4133,43.99,0.058,inf,inf,2,3.625,11.37,47층 419㎡(36.8×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.24, 168.0, 194330.1, 546964.9, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,63,36,28,17,35,37580,400.0,8495,46075,4133,43.99,0.064,inf,inf,2,3.624,12.18,52층 374㎡(30.7×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.52, 174.0, 194330.1, 546963.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,63,37,28,17,35,37580,400.0,8212,45792,4133,43.99,0.094,inf,inf,2,3.619,12.9,49층 400㎡(31.0×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.4, 176.0, 194329.1, 546966.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,63,40,28,17,35,37580,400.0,8640,46220,4133,43.99,0.134,inf,inf,2,3.617,11.93,54층 359㎡(30.1×11.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.52, 178.0, 194325.1, 546973.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,63,40,28,17,35,37580,400.0,8740,46320,4133,43.99,0.139,inf,inf,2,3.617,11.51,54층 359㎡(31.2×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.7075, 176.0, 194325.1, 546972.4, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,63,40,28,17,35,37580,400.0,8589,46169,4133,43.99,0.14,inf,inf,2,3.617,12.17,54층 359㎡(29.5×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.4225, 176.0, 194325.1, 546972.4, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,63,40,28,17,35,37580,400.0,8746,46326,4133,43.99,0.14,inf,inf,2,3.616,11.17,52층 374㎡(33.5×11.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 3.0, 176.0, 194325.1, 546972.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,63,40,28,17,35,37580,400.0,8593,46173,4133,43.99,0.131,inf,inf,2,3.616,11.75,52층 374㎡(31.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7075, 176.0, 194325.1, 546974.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,63,40,28,17,35,37580,400.0,8592,46172,4133,43.99,0.143,inf,inf,2,3.615,11.58,51층 382㎡(33.0×11.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.85, 176.0, 194325.1, 546972.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,63,41,28,17,35,37580,400.0,8712,46292,4133,43.99,0.123,inf,inf,2,3.615,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 178.0, 194325.1, 546976.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,64,37,28,17,36,37580,400.0,8674,46254,4133,43.99,0.085,inf,inf,2,3.628,11.6,53층 366㎡(31.6×11.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.7216, 170.0, 194327.6, 546963.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,64,37,28,17,36,37580,400.0,8508,46088,4133,43.99,0.111,inf,inf,2,3.626,12.58,54층 359㎡(28.5×12.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.268, 174.0, 194330.1, 546968.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,64,37,28,17,36,37581,400.0,8674,46255,4133,44.0,0.117,inf,inf,2,3.626,11.6,53층 366㎡(31.6×11.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.7216, 174.0, 194330.1, 546971.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,48,48,162.4,64,37,28,17,36,37580,400.0,8475,46055,4133,43.99,0.078,inf,inf,2,3.624,11.52,48층 409㎡(35.5×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[408.84, 3.078, 176.0, 194330.1, 546967.4, 48]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,65,37,28,17,37,37580,400.0,8633,46213,4133,43.99,0.08,inf,inf,2,3.628,11.27,50층 391㎡(34.7×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 3.078, 172.0, 194327.6, 546964.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,65,37,28,17,37,37580,400.0,8748,46328,4133,43.99,0.095,inf,inf,2,3.623,11.48,54층 359㎡(31.2×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.7216, 178.0, 194330.1, 546968.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,73,42,28,22,45,37580,400.0,8667,46247,4133,43.99,0.064,inf,inf,2,3.636,11.46,52층 374㎡(32.6×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.85, 170.0, 194317.1, 546953.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,48,48,162.4,74,42,28,21,46,37580,400.0,8556,46136,4133,43.99,0.094,inf,inf,2,3.624,11.23,48층 409㎡(36.4×11.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[408.84, 3.24, 170.0, 194314.6, 546956.4, 48]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,74,44,28,21,46,37580,400.0,8822,46402,4133,43.99,0.145,inf,inf,2,3.623,11.05,53층 366㎡(33.1×11.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 3.0, 170.0, 194312.1, 546958.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,76,41,28,20,48,37580,400.0,8439,46019,4133,43.99,0.136,inf,inf,2,3.626,11.84,49층 400㎡(33.7×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.85, 162.0, 194312.1, 546953.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,63,39,29,17,34,37580,400.0,8517,46097,4133,43.99,0.118,inf,inf,2,3.627,12.3,53층 366㎡(29.8×12.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.4225, 168.0, 194327.6, 546974.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,63,37,29,17,34,37580,400.0,8554,46134,4133,43.99,0.132,inf,inf,2,3.622,11.39,49층 400㎡(35.1×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.078, 168.0, 194327.6, 546972.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,64,36,29,17,35,37580,400.0,8518,46098,4133,43.99,0.106,inf,inf,2,3.632,11.88,51층 382㎡(32.2×11.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.7075, 168.0, 194330.1, 546967.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,64,39,29,17,35,37580,400.0,8445,46025,4133,43.99,0.13,inf,inf,2,3.621,12.43,52층 374㎡(30.1×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.4225, 176.0, 194327.6, 546972.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,65,36,29,17,36,37580,400.0,8600,46180,4133,43.99,0.075,inf,inf,2,3.634,11.72,52층 374㎡(31.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7216, 166.0, 194330.1, 546963.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,65,36,29,17,36,37580,400.0,8226,45806,4133,43.99,0.065,inf,inf,2,3.629,13.09,50층 391㎡(29.8×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.28, 172.0, 194331.6, 546964.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,65,37,29,17,36,37580,400.0,8372,45952,4133,43.99,0.092,inf,inf,2,3.626,12.56,51층 382㎡(30.4×12.6m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.4225, 176.0, 194330.1, 546967.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,65,36,29,17,36,37580,400.0,8636,46216,4133,43.99,0.083,inf,inf,2,3.625,11.1,49층 400㎡(36.0×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.24, 168.0, 194327.6, 546964.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,44,44,149.2,65,37,29,17,36,37580,400.0,7828,45408,4133,43.99,0.101,inf,inf,2,3.62,13.7,44층 451㎡(32.9×13.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[450.77, 2.4, 172.0, 194329.1, 546966.9, 44]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,65,37,29,17,36,37580,400.0,8110,45690,4133,43.99,0.09,inf,inf,2,3.62,13.84,50층 391㎡(28.2×13.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.04, 172.0, 194329.1, 546964.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,65,39,29,17,36,37580,400.0,8231,45811,4133,43.99,0.137,inf,inf,2,3.614,13.69,52층 374㎡(27.3×13.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 1.995, 178.0, 194327.6, 546971.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,65,37,29,17,36,37580,400.0,8443,46023,4133,43.99,0.115,inf,inf,2,3.614,12.01,50층 391㎡(32.5×12.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.7075, 0.0, 194327.6, 546969.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,65,38,29,17,36,37580,400.0,8445,46025,4133,43.99,0.118,inf,inf,2,3.612,12.43,52층 374㎡(30.1×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.4225, 0.0, 194327.6, 546969.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,65,37,29,17,36,37580,400.0,8514,46094,4133,43.99,0.118,inf,inf,2,3.611,12.81,55층 352㎡(27.4×12.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.142, 178.0, 194327.6, 546968.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,66,37,29,17,37,37580,400.0,8600,46180,4133,43.99,0.084,inf,inf,2,3.63,11.72,52층 374㎡(31.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7216, 170.0, 194327.6, 546963.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,66,36,29,17,37,37580,400.0,8444,46024,4133,43.99,0.053,inf,inf,2,3.629,12.94,54층 359㎡(27.7×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.142, 178.0, 194332.6, 546963.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,46,46,155.8,66,36,29,17,37,37580,400.0,8077,45657,4133,43.99,0.072,inf,inf,2,3.625,12.86,46층 429㎡(33.3×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[428.78, 2.592, 176.0, 194331.6, 546966.9, 46]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,66,37,29,17,37,37580,400.0,8542,46122,4133,43.99,0.106,inf,inf,2,3.625,11.78,51층 382㎡(32.4×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.754, 176.0, 194330.1, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,66,36,29,17,37,37580,400.0,8155,45735,4133,43.99,0.073,inf,inf,2,3.622,12.71,47층 419㎡(32.9×12.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 2.592, 172.0, 194329.1, 546964.4, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
