family,stage,floors,top_floors,height_m,new_fail,new_ok,gfa_m2,far_pct,service_m2,real_m2,coverage_m2,bcr_pct,daylight_ratio,dong_gap_m,dong_gap_ratio,n_dong,mean_total_h,min_short_m,label,corridor_gap,pair_gap,swap
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,133,1,37580,400.0,11123,48703,2056,21.89,0.047,4.0,0.11,4,3.739,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),54.50064805449074,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,133,17,37580,400.0,11123,48703,2056,21.89,0.281,4.0,0.11,4,3.701,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),21.196578786883038,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,135,7,37580,400.0,11123,48703,2056,21.89,0.153,4.0,0.11,4,3.757,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),53.35687099417555,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,136,23,37580,400.0,11123,48703,2056,21.89,0.166,4.0,0.11,4,3.767,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),9.390700342526543,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,139,6,37580,400.0,11123,48703,2056,21.89,0.047,4.0,0.11,4,3.73,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),54.50064805468719,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,139,23,37580,400.0,11123,48703,2056,21.89,0.389,4.0,0.11,4,3.714,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),21.196578786883038,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,139,23,37580,400.0,11412,48992,2061,21.94,0.334,5.0,0.53,4,3.711,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),18.399274619936477,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,140,13,37580,400.0,11123,48703,2056,21.89,0.047,4.0,0.11,4,3.751,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),54.500648051543976,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,141,23,37580,400.0,11123,48703,2056,21.89,0.166,5.0,0.14,4,3.759,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),9.122751150120166,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,142,7,37580,400.0,11123,48703,2056,21.89,0.146,5.0,0.14,4,3.751,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),53.35687099417555,5.0,False
2x2쌍,2x2쌍 표,20+20+20+20,20,70.0,143,24,37580,400.0,11123,48703,2056,21.89,0.125,4.0,0.11,4,3.758,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),8.9,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,143,23,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.753,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),12.448552382891648,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,143,7,37580,400.0,11123,48703,2056,21.89,0.139,6.0,0.17,4,3.746,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),53.35687099417555,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,147,23,37580,400.0,11412,48992,2061,21.94,0.41,5.0,0.24,4,3.775,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),8.272562958758499,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,149,23,37580,400.0,11412,48992,2061,21.94,0.41,4.0,0.51,4,3.74,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),17.786927411194483,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,152,22,37580,400.0,11412,48992,2061,21.94,0.334,5.0,0.53,4,3.703,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),18.399274615418108,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,153,23,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.76,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),12.448552379944886,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,155,27,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.732,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),12.448552379944886,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,155,9,37580,400.0,11123,48703,2056,21.89,0.117,4.0,0.11,4,3.726,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.70199630993011,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,156,24,37580,400.0,11123,48703,2056,21.89,0.166,4.0,0.11,4,3.76,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),9.390700342330092,4.0,False
2x2쌍,2x2쌍 표,20+20+20+20,20,70.0,156,23,37580,400.0,11123,48703,2056,21.89,0.118,4.0,0.11,4,3.727,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),17.8,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,157,25,37580,400.0,11123,48703,2056,21.89,0.166,5.0,0.14,4,3.758,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),9.122751149923715,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,158,22,37580,400.0,11412,48992,2061,21.94,0.334,5.0,0.53,4,3.764,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),18.39927462013293,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,161,23,37580,400.0,11412,48992,2061,21.94,0.41,4.0,0.51,4,3.723,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),17.786927412176738,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,162,7,37580,400.0,11123,48703,2056,21.89,0.117,4.0,0.11,4,3.743,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.701996313466225,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,162,28,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.736,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),12.448552378176828,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,162,9,37580,400.0,11123,48703,2056,21.89,0.109,5.0,0.14,4,3.718,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.6495885305485,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,163,7,37580,400.0,11123,48703,2056,21.89,0.109,5.0,0.14,4,3.74,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.649588534084614,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,164,21,37580,400.0,11412,48992,2061,21.94,0.334,5.0,0.53,4,3.756,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),18.399274619150674,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,164,9,37580,400.0,11123,48703,2056,21.89,0.102,6.0,0.17,4,3.71,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.59718075136334,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,165,7,37580,400.0,11123,48703,2056,21.89,0.102,6.0,0.17,4,3.733,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.597180754899455,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,165,13,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.73,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),49.60253406999982,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,166,7,37580,400.0,11123,48703,2056,21.89,0.117,4.0,0.11,4,3.713,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.70199631307332,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,167,10,37580,400.0,11123,48703,2056,21.89,0.117,4.0,0.11,4,3.758,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.70199631012656,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,167,6,37580,400.0,11412,48992,2061,21.94,0.198,5.0,1.25,4,3.711,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),51.514447993984504,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,168,22,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.722,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),23.507860187040933,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,169,10,37580,400.0,11123,48703,2056,21.89,0.109,5.0,0.14,4,3.751,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.6495885309414,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,169,10,37580,400.0,11123,48703,2056,21.89,0.102,6.0,0.17,4,3.747,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.59718075155979,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,169,5,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.723,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),49.602534069214016,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,169,13,37580,400.0,11123,48703,2056,21.89,0.069,6.0,0.17,4,3.72,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.105345333235164,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,15,37580,400.0,11123,48703,2056,21.89,0.083,4.0,0.11,4,3.758,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.315553804306546,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,7,37580,400.0,11123,48703,2056,21.89,0.083,4.0,0.11,4,3.737,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.31555380725331,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,15,37580,400.0,11123,48703,2056,21.89,0.083,4.0,0.11,4,3.735,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.315553804110095,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,15,37580,400.0,11123,48703,2056,21.89,0.076,5.0,0.14,4,3.728,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.21044956886908,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,17,37580,400.0,11412,48992,2061,21.94,0.198,5.0,1.25,4,3.719,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),51.514447998699325,5.0,True
2x2쌍,2x2쌍,20+20+20+20,20,70.0,170,23,37580,400.0,11123,48703,2056,21.89,0.166,5.0,0.58,4,3.716,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),20.386316759388137,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,5,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.714,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),49.60253406705306,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,7,37580,400.0,11123,48703,2056,21.89,0.109,5.0,0.14,4,3.706,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.64958853388816,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,170,23,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.691,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),23.50786018645158,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,171,7,37580,400.0,11123,48703,2056,21.89,0.076,5.0,0.14,4,3.733,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.210449572012294,5.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,171,8,37580,400.0,11412,48992,2061,21.94,0.044,4.0,0.11,4,3.729,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),46.51574895016529,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,171,6,37580,400.0,11123,48703,2056,21.89,0.069,6.0,0.17,4,3.727,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.10534533696773,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,172,18,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.739,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),49.60253406744596,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,172,7,37580,400.0,11123,48703,2056,21.89,0.083,4.0,0.11,4,3.707,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.31555380705686,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,172,13,37580,400.0,11412,48992,2061,21.94,0.044,4.0,0.11,4,3.704,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),46.51574895095109,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,172,7,37580,400.0,11123,48703,2056,21.89,0.076,5.0,0.14,4,3.699,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.210449572012294,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,173,15,37580,400.0,11123,48703,2056,21.89,0.076,5.0,0.14,4,3.748,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.21044956886908,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,173,16,37580,400.0,11412,48992,2061,21.94,0.198,4.0,1.0,4,3.735,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),37.48041130772617,4.0,True
2x2쌍,2x2쌍,20+20+20+20,20,70.0,173,22,37580,400.0,11123,48703,2056,21.89,0.166,4.0,0.69,4,3.714,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),24.118367567120004,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,174,16,37580,400.0,11412,48992,2061,21.94,0.198,4.0,1.0,4,3.71,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),37.480411303600704,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,174,7,37580,400.0,11123,48703,2056,21.89,0.102,6.0,0.17,4,3.7,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),50.59718075450655,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,174,22,37580,400.0,11412,48992,2061,21.94,0.334,6.0,0.93,4,3.699,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),32.433311309730925,6.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,175,13,37580,400.0,11123,48703,2056,21.89,0.069,6.0,0.17,4,3.743,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.105345333628065,6.0,False
2x2쌍,2x2쌍 표,20+20+20+20,20,70.0,175,22,37580,400.0,11123,48703,2056,21.89,0.112,4.0,0.11,4,3.716,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),26.8,4.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,175,23,37580,400.0,11123,48703,2056,21.89,0.166,5.0,0.58,4,3.702,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),20.386316758995235,5.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,176,4,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.731,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),42.53658909584192,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,176,19,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.717,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),23.507860187630286,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,176,14,37580,400.0,11412,48992,2061,21.94,0.198,4.0,1.0,4,3.715,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),37.480411306154565,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,176,13,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.712,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),33.022224641048524,5.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,176,9,37580,400.0,11412,48992,2061,21.94,0.044,5.0,0.14,4,3.695,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),42.78369814341568,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,176,14,37580,400.0,11412,48992,2061,21.94,0.198,4.0,1.0,4,3.692,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),37.480411302422,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,178,22,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.688,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),23.507860185665777,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,178,20,37580,400.0,11412,48992,2061,21.94,0.334,6.0,0.93,4,3.687,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),32.43331130658771,6.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,179,12,37580,400.0,11123,48703,2056,21.89,0.043,4.0,0.11,4,3.743,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),42.536589097217075,4.0,False
2x2쌍,2x2쌍 표,20+20+20+20,20,70.0,179,17,37580,400.0,11123,48703,2056,21.89,0.098,4.0,0.11,4,3.737,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),44.6,4.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,179,18,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.724,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),33.02222464203078,5.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,181,7,37580,400.0,11412,48992,2061,21.94,0.044,5.0,0.14,4,3.712,17.13,20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m) + 20층 470㎡(27.4×17.1m),42.783698142826324,5.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,181,7,37580,400.0,11123,48703,2056,21.89,0.069,6.0,0.17,4,3.691,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),48.10534533657483,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,182,12,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.711,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),40.08816961481352,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,182,10,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.707,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),40.08816961422417,6.0,False
2x2쌍,2x2쌍,20+20+20+20,20,70.0,183,21,37580,400.0,11123,48703,2056,21.89,0.166,4.0,0.69,4,3.705,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),24.118367566923553,4.0,True
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,183,7,37580,400.0,11123,48703,2056,21.89,0.043,6.0,0.17,4,3.696,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),40.08816961324192,6.0,False
2x2쌍,2x2쌍 미세조정,20+20+20+20,20,70.0,183,16,37580,400.0,11123,48703,2056,21.89,0.043,5.0,0.14,4,3.684,21.67,20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m) + 20층 470㎡(21.7×21.7m),33.02222464045917,5.0,False
